source_dataset,source_row_id,distance_km,distance_basis,prep_time_min,prep_basis,order_hour,is_weekend,weather,traffic,vehicle,delivery_time_min,split
zomato,0x44e,3.0187008024382194,straight_line,,order_to_pickup_proxy,,0,unknown,unknown,scooter,21,train
zomato,0x3a25,1.4899874085578333,straight_line,15.0,order_to_pickup_proxy,8.0,0,storm,low,motorcycle,24,train
zomato,0xaa2,17.09806123890409,straight_line,,order_to_pickup_proxy,,0,fog,medium,motorcycle,43,train
zomato,0x4702,12.162418131175954,straight_line,5.0,order_to_pickup_proxy,23.0,1,clear,low,motorcycle,28,train
zomato,0x468f,,straight_line,5.0,order_to_pickup_proxy,17.0,0,fog,medium,motorcycle,19,train
zomato,0xa251,12.116946920849994,straight_line,10.0,order_to_pickup_proxy,21.0,0,fog,jam,motorcycle,37,train
zomato,0xbda6,6.128627670485153,straight_line,,order_to_pickup_proxy,16.0,0,clear,medium,motorcycle,24,train
zomato,0x769f,4.6104717430464985,straight_line,10.0,order_to_pickup_proxy,22.0,0,cloudy,low,motorcycle,24,train
zomato,0xdb20,,straight_line,15.0,order_to_pickup_proxy,20.0,0,fog,jam,motorcycle,53,train
zomato,0xd8e9,2.930314663391813,straight_line,15.0,order_to_pickup_proxy,9.0,1,storm,low,motorcycle,22,train
zomato,0xc50a,19.042397449611613,straight_line,5.0,order_to_pickup_proxy,19.0,0,wind,jam,scooter,25,train
zomato,0x7904,12.293290453033771,straight_line,,order_to_pickup_proxy,,0,storm,medium,motorcycle,27,train
zomato,0x29cc,10.865882927764757,straight_line,15.0,order_to_pickup_proxy,22.0,0,storm,low,scooter,23,train
zomato,0xadbe,17.074904532035713,straight_line,10.0,order_to_pickup_proxy,21.0,0,storm,jam,motorcycle,47,test
zomato,0xb9a1,12.074047498027575,straight_line,10.0,order_to_pickup_proxy,18.0,1,fog,medium,motorcycle,43,train
zomato,0xbab2,10.88093543843387,straight_line,15.0,order_to_pickup_proxy,19.0,0,storm,jam,motorcycle,51,test
zomato,0x2c08,13.611254468563875,straight_line,15.0,order_to_pickup_proxy,17.0,0,cloudy,medium,scooter,31,train
zomato,0x426c,9.192119121311745,straight_line,,order_to_pickup_proxy,17.0,0,storm,medium,scooter,29,train
zomato,0xaf91,6.209485128886319,straight_line,,order_to_pickup_proxy,,0,cloudy,medium,motorcycle,19,test
zomato,0x9a31,1.4898458841183333,straight_line,,order_to_pickup_proxy,8.0,0,clear,low,motorcycle,16,test
zomato,0x898b,9.314781588433535,straight_line,5.0,order_to_pickup_proxy,22.0,0,fog,low,motorcycle,18,train
zomato,0x7f11,13.40647565433019,straight_line,5.0,order_to_pickup_proxy,19.0,1,cloudy,jam,scooter,36,test
zomato,0xd124,19.39585222907509,straight_line,,order_to_pickup_proxy,20.0,0,storm,jam,motorcycle,26,train
zomato,0x870d,20.180908601250216,straight_line,10.0,order_to_pickup_proxy,17.0,1,fog,medium,motorcycle,49,train
zomato,0x3893,10.906058503327221,straight_line,15.0,order_to_pickup_proxy,18.0,0,cloudy,medium,motorcycle,35,train
zomato,0xc15f,3.0198160202815365,straight_line,15.0,order_to_pickup_proxy,10.0,0,storm,low,motorcycle,23,train
zomato,0x2a30,13.972036025783177,straight_line,,order_to_pickup_proxy,,0,storm,jam,scooter,40,train
zomato,0x7ee9,7.790336733567704,straight_line,10.0,order_to_pickup_proxy,18.0,0,cloudy,medium,motorcycle,24,train
zomato,0x93ac,7.60180033473793,straight_line,,order_to_pickup_proxy,,0,fog,low,motorcycle,24,train
zomato,0x6383,2.979599835600764,straight_line,10.0,order_to_pickup_proxy,8.0,0,fog,low,scooter,15,train
zomato,0xe0c4,16.412484044174796,straight_line,10.0,order_to_pickup_proxy,20.0,0,fog,jam,scooter,38,test
zomato,0x5949,4.663438748149055,straight_line,10.0,order_to_pickup_proxy,19.0,1,storm,jam,scooter,26,train
zomato,0x8869,16.636744591831217,straight_line,10.0,order_to_pickup_proxy,18.0,0,clear,medium,scooter,17,train
zomato,0x59a0,9.17624749258827,straight_line,15.0,order_to_pickup_proxy,18.0,1,storm,medium,scooter,25,test
zomato,0xd9df,20.887107461224954,straight_line,,order_to_pickup_proxy,21.0,0,wind,jam,scooter,20,train
zomato,0x824,13.768325585874765,straight_line,,order_to_pickup_proxy,,1,wind,jam,motorcycle,27,train
zomato,0x5199,6.120938502923837,straight_line,10.0,order_to_pickup_proxy,15.0,1,clear,medium,scooter,15,train
zomato,0xd91c,8.811629447251413,straight_line,10.0,order_to_pickup_proxy,19.0,1,cloudy,jam,motorcycle,20,train
zomato,0x1001,3.105091522701049,straight_line,10.0,order_to_pickup_proxy,11.0,1,wind,high,scooter,12,train
zomato,0xcb4c,7.46060171035436,straight_line,5.0,order_to_pickup_proxy,23.0,1,fog,low,scooter,17,test
zomato,0x6608,3.0593634547239317,straight_line,10.0,order_to_pickup_proxy,8.0,0,storm,low,scooter,15,train
zomato,0xb57e,,straight_line,15.0,order_to_pickup_proxy,13.0,0,cloudy,high,motorcycle,23,train
zomato,0xdb29,7.719759937618291,straight_line,5.0,order_to_pickup_proxy,18.0,1,storm,medium,motorcycle,35,train
zomato,0x4343,6.210849324534313,straight_line,5.0,order_to_pickup_proxy,15.0,0,cloudy,medium,motorcycle,15,test
zomato,0xa5cb,9.07434222926449,straight_line,10.0,order_to_pickup_proxy,23.0,0,storm,low,scooter,18,train
zomato,0x95ea,,straight_line,15.0,order_to_pickup_proxy,22.0,0,storm,low,scooter,20,train
zomato,0xc5c6,,straight_line,15.0,order_to_pickup_proxy,9.0,0,storm,low,scooter,25,train
zomato,0x1564,5.959266895919676,straight_line,10.0,order_to_pickup_proxy,16.0,0,fog,medium,motorcycle,25,train
zomato,0xd084,8.952800909210072,straight_line,15.0,order_to_pickup_proxy,18.0,0,storm,medium,motorcycle,28,train
zomato,0x77bc,20.20525323529291,straight_line,15.0,order_to_pickup_proxy,18.0,0,cloudy,medium,motorcycle,43,test
zomato,0x8fdc,4.537653689675138,straight_line,5.0,order_to_pickup_proxy,20.0,0,clear,jam,motorcycle,46,train
zomato,0xfe8,,straight_line,15.0,order_to_pickup_proxy,20.0,0,storm,jam,scooter,31,test
zomato,0x214f,20.18125982649362,straight_line,,order_to_pickup_proxy,,1,wind,jam,motorcycle,28,train
zomato,0x4de8,20.177742451194362,straight_line,15.0,order_to_pickup_proxy,20.0,0,fog,jam,motorcycle,48,test
zomato,0xca97,4.53013588790832,straight_line,15.0,order_to_pickup_proxy,20.0,0,clear,jam,motorcycle,29,test
zomato,0x8b40,10.428262034058305,straight_line,15.0,order_to_pickup_proxy,19.0,0,wind,jam,electric scooter,28,train
zomato,0xb6e5,10.72562572441868,straight_line,15.0,order_to_pickup_proxy,20.0,1,storm,jam,scooter,42,train
zomato,0xf9e,19.36320422209685,straight_line,5.0,order_to_pickup_proxy,20.0,1,wind,jam,motorcycle,26,train
zomato,0x42a2,19.66102221350665,straight_line,10.0,order_to_pickup_proxy,21.0,0,cloudy,jam,electric scooter,48,train
zomato,0x61bf,3.0250598092773755,straight_line,15.0,order_to_pickup_proxy,11.0,0,wind,high,scooter,21,train
zomato,0xcd28,,straight_line,5.0,order_to_pickup_proxy,21.0,0,wind,jam,motorcycle,42,train
zomato,0x4be2,7.790158927084966,straight_line,,order_to_pickup_proxy,18.0,0,wind,medium,electric scooter,21,train
zomato,0x174e,6.209442398392529,straight_line,,order_to_pickup_proxy,16.0,0,fog,medium,scooter,18,train
zomato,0xb3b5,6.217860689144307,straight_line,,order_to_pickup_proxy,,0,wind,high,scooter,28,test
zomato,0x802c,7.660840811905797,straight_line,,order_to_pickup_proxy,22.0,1,clear,low,scooter,19,train
zomato,0x75ab,19.65982489949014,straight_line,5.0,order_to_pickup_proxy,21.0,1,cloudy,jam,motorcycle,47,test
zomato,0x3544,6.0504060616582525,straight_line,10.0,order_to_pickup_proxy,14.0,0,fog,high,scooter,37,train
zomato,0x50ce,9.348206267361391,straight_line,5.0,order_to_pickup_proxy,22.0,0,fog,low,scooter,12,train
zomato,0x136e,3.104605953841284,straight_line,5.0,order_to_pickup_proxy,9.0,0,storm,low,motorcycle,10,train
zomato,0xa921,3.0405415100027917,straight_line,15.0,order_to_pickup_proxy,8.0,0,clear,low,electric scooter,19,train
zomato,0x4655,13.968990746015168,straight_line,15.0,order_to_pickup_proxy,20.0,0,wind,jam,motorcycle,32,train
zomato,0x280e,13.973182653917394,straight_line,5.0,order_to_pickup_proxy,23.0,0,fog,low,motorcycle,33,test
zomato,0xcd3b,2.937536254378516,straight_line,5.0,order_to_pickup_proxy,8.0,1,storm,low,scooter,28,test
zomato,0xdcd7,16.15438392455014,straight_line,10.0,order_to_pickup_proxy,19.0,0,fog,jam,motorcycle,37,test
zomato,0x82cb,10.641928366460489,straight_line,10.0,order_to_pickup_proxy,22.0,0,wind,low,motorcycle,10,train
zomato,0xb58e,13.787603106955784,straight_line,,order_to_pickup_proxy,,1,wind,low,scooter,12,test
zomato,0x5457,14.021750803377119,straight_line,,order_to_pickup_proxy,20.0,1,storm,jam,motorcycle,18,train
zomato,0x8ad7,16.819856608097247,straight_line,15.0,order_to_pickup_proxy,18.0,0,storm,medium,motorcycle,35,train
zomato,0xd56f,3.0201353609999835,straight_line,5.0,order_to_pickup_proxy,9.0,0,clear,low,electric scooter,19,train
zomato,0x5e6a,12.464422665211348,straight_line,15.0,order_to_pickup_proxy,18.0,0,wind,medium,motorcycle,25,train
zomato,0xd314,1.4883352105446686,straight_line,15.0,order_to_pickup_proxy,11.0,1,fog,high,electric scooter,30,train
zomato,0x195d,1.4897995018082963,straight_line,,order_to_pickup_proxy,10.0,0,storm,low,motorcycle,34,train
zomato,0x3896,1.554514382186963,straight_line,10.0,order_to_pickup_proxy,9.0,0,wind,low,motorcycle,27,train
zomato,0x4e99,6.128846407056886,straight_line,,order_to_pickup_proxy,12.0,1,wind,high,scooter,21,test
zomato,0x726d,12.417792351617555,straight_line,15.0,order_to_pickup_proxy,22.0,1,storm,low,scooter,19,test
zomato,0x251f,13.971759900424741,straight_line,10.0,order_to_pickup_proxy,19.0,0,cloudy,jam,motorcycle,30,train
zomato,0x421,1.5525398251397549,straight_line,,order_to_pickup_proxy,,0,unknown,unknown,bicycle,12,train
zomato,0x4e29,7.683332672259472,straight_line,15.0,order_to_pickup_proxy,18.0,0,clear,medium,motorcycle,22,test
zomato,0xacf3,13.583440059634135,straight_line,5.0,order_to_pickup_proxy,18.0,0,cloudy,medium,motorcycle,37,test
zomato,0xa712,20.853653606522474,straight_line,5.0,order_to_pickup_proxy,23.0,0,storm,low,motorcycle,21,train
zomato,0x69e6,17.07395729139767,straight_line,,order_to_pickup_proxy,,0,wind,medium,scooter,23,train
zomato,0x2834,10.867366120252031,straight_line,15.0,order_to_pickup_proxy,17.0,1,storm,medium,motorcycle,46,train
zomato,0xd10c,1.4652507248457556,straight_line,15.0,order_to_pickup_proxy,9.0,0,storm,low,scooter,22,train
zomato,0x6155,3.0184094452114865,straight_line,10.0,order_to_pickup_proxy,10.0,0,clear,low,scooter,22,train
zomato,0xc456,4.530462395476539,straight_line,10.0,order_to_pickup_proxy,18.0,0,cloudy,medium,motorcycle,18,train
zomato,0xcd2f,,straight_line,15.0,order_to_pickup_proxy,20.0,0,fog,jam,motorcycle,24,train
zomato,0xad76,6.049919555217586,straight_line,,order_to_pickup_proxy,15.0,0,wind,medium,motorcycle,33,train
zomato,0xbd93,12.256574293065658,straight_line,15.0,order_to_pickup_proxy,21.0,1,storm,jam,scooter,15,train
zomato,0x82a4,14.022136830289478,straight_line,5.0,order_to_pickup_proxy,19.0,0,wind,jam,motorcycle,37,train
zomato,0x97ce,4.656788095044164,straight_line,10.0,order_to_pickup_proxy,18.0,1,wind,medium,motorcycle,35,test
zomato,0x2aa1,3.0249963435107836,straight_line,10.0,order_to_pickup_proxy,10.0,0,clear,low,motorcycle,21,train
zomato,0x4040,4.610254758948449,straight_line,5.0,order_to_pickup_proxy,23.0,1,clear,low,motorcycle,12,train
zomato,0xb906,13.681056958913906,straight_line,5.0,order_to_pickup_proxy,20.0,0,cloudy,jam,scooter,39,train
zomato,0x475c,,straight_line,10.0,order_to_pickup_proxy,19.0,1,fog,jam,scooter,39,train
zomato,0xc920,16.47648131537372,straight_line,,order_to_pickup_proxy,17.0,1,wind,medium,motorcycle,31,train
zomato,0x2c06,10.705622903496973,straight_line,15.0,order_to_pickup_proxy,17.0,0,storm,medium,scooter,30,train
zomato,0x604c,13.98958472463553,straight_line,10.0,order_to_pickup_proxy,22.0,1,storm,low,scooter,15,train
zomato,0x4606,,straight_line,10.0,order_to_pickup_proxy,21.0,0,cloudy,jam,scooter,37,train
zomato,0x836b,7.6510644585303815,straight_line,15.0,order_to_pickup_proxy,21.0,0,clear,jam,motorcycle,26,train
zomato,0x7a98,12.464422665211348,straight_line,15.0,order_to_pickup_proxy,23.0,1,storm,low,motorcycle,19,train
zomato,0x6acb,14.021848812228344,straight_line,15.0,order_to_pickup_proxy,23.0,0,storm,low,scooter,12,test
zomato,0x8b2e,4.561112369847916,straight_line,15.0,order_to_pickup_proxy,22.0,1,fog,low,scooter,18,train
zomato,0x88e0,6.232179267966144,straight_line,5.0,order_to_pickup_proxy,13.0,0,storm,high,motorcycle,45,train
zomato,0x9bec,20.20642094372373,straight_line,5.0,order_to_pickup_proxy,23.0,0,fog,low,motorcycle,23,train
zomato,0xefe,1.536864059415262,straight_line,15.0,order_to_pickup_proxy,8.0,0,wind,low,motorcycle,31,train
zomato,0xdcca,2.9962426790626724,straight_line,,order_to_pickup_proxy,,0,storm,low,motorcycle,22,train
zomato,0x86c7,12.162424445777306,straight_line,10.0,order_to_pickup_proxy,20.0,1,cloudy,jam,motorcycle,40,train
zomato,0x73e3,3.116455382882508,straight_line,10.0,order_to_pickup_proxy,8.0,1,cloudy,low,scooter,15,train
zomato,0x5e45,13.972751063504559,straight_line,15.0,order_to_pickup_proxy,21.0,1,cloudy,jam,motorcycle,45,train
zomato,0x313c,1.5126978119717678,straight_line,10.0,order_to_pickup_proxy,10.0,0,storm,low,motorcycle,33,train
zomato,0xb919,10.868212517103021,straight_line,10.0,order_to_pickup_proxy,19.0,0,storm,jam,electric scooter,28,train
zomato,0x7aea,1.5147861398649296,straight_line,15.0,order_to_pickup_proxy,11.0,0,wind,high,motorcycle,34,train
zomato,0xaed9,19.688324335752394,straight_line,10.0,order_to_pickup_proxy,21.0,0,fog,jam,motorcycle,47,test
zomato,0x43c,16.90314234117986,straight_line,,order_to_pickup_proxy,,1,unknown,unknown,motorcycle,19,train
zomato,0xc75f,17.164824725882017,straight_line,,order_to_pickup_proxy,21.0,0,cloudy,jam,motorcycle,36,train
zomato,0x52a6,20.18093693173923,straight_line,5.0,order_to_pickup_proxy,19.0,0,storm,jam,scooter,27,test
zomato,0x15b4,1.5320260227341909,straight_line,5.0,order_to_pickup_proxy,9.0,1,cloudy,low,electric scooter,18,train
zomato,0xd082,7.567411306545492,straight_line,5.0,order_to_pickup_proxy,17.0,1,fog,medium,scooter,13,train
zomato,0x3166,10.641581256626232,straight_line,10.0,order_to_pickup_proxy,18.0,0,wind,medium,electric scooter,24,train
zomato,0x9cdd,17.137414711878986,straight_line,10.0,order_to_pickup_proxy,17.0,1,wind,medium,scooter,15,train
zomato,0x1824,16.824864367093813,straight_line,10.0,order_to_pickup_proxy,19.0,1,cloudy,jam,motorcycle,38,train
zomato,0xdebf,5.969045594353118,straight_line,5.0,order_to_pickup_proxy,16.0,0,storm,medium,scooter,26,train
zomato,0xcc89,,straight_line,5.0,order_to_pickup_proxy,18.0,0,storm,medium,scooter,18,train
zomato,0xe98,7.66074883742589,straight_line,,order_to_pickup_proxy,,0,clear,jam,scooter,21,train
zomato,0x2b78,1.4897343062370803,straight_line,10.0,order_to_pickup_proxy,8.0,0,storm,low,scooter,22,train
zomato,0xa789,11.916235157217862,straight_line,5.0,order_to_pickup_proxy,17.0,1,storm,medium,motorcycle,27,test
zomato,0x3807,9.316238098535406,straight_line,10.0,order_to_pickup_proxy,20.0,0,fog,jam,motorcycle,30,train
zomato,0x2923,10.710903359654202,straight_line,5.0,order_to_pickup_proxy,17.0,0,fog,medium,motorcycle,30,test
zomato,0x81ed,10.5652785705811,straight_line,10.0,order_to_pickup_proxy,22.0,0,storm,low,scooter,28,test
zomato,0xbe66,6.051108888205775,straight_line,,order_to_pickup_proxy,13.0,0,cloudy,high,scooter,23,train
zomato,0x288c,9.192770952683547,straight_line,10.0,order_to_pickup_proxy,17.0,0,clear,medium,scooter,17,train
zomato,0xafdb,13.63127120906983,straight_line,5.0,order_to_pickup_proxy,20.0,0,cloudy,jam,motorcycle,44,test
zomato,0x652f,3.105369890908668,straight_line,5.0,order_to_pickup_proxy,8.0,0,fog,low,motorcycle,24,train
zomato,0x3a0c,3.0189069957366157,straight_line,10.0,order_to_pickup_proxy,10.0,1,cloudy,low,scooter,14,test
zomato,0x611,17.077949437324616,straight_line,,order_to_pickup_proxy,,1,cloudy,jam,scooter,37,test
zomato,0xa737,7.79094413843958,straight_line,5.0,order_to_pickup_proxy,20.0,0,wind,jam,scooter,33,train
zomato,0x7253,13.612447554496786,straight_line,15.0,order_to_pickup_proxy,21.0,1,storm,jam,motorcycle,29,train
zomato,0x5ead,16.830914549955864,straight_line,15.0,order_to_pickup_proxy,18.0,0,fog,medium,motorcycle,40,train
zomato,0x3d93,12.417487520918895,straight_line,,order_to_pickup_proxy,23.0,0,storm,low,electric scooter,17,train
zomato,0x81f7,19.975632175541914,straight_line,15.0,order_to_pickup_proxy,17.0,0,wind,medium,electric scooter,15,train
zomato,0xb9b8,8.937919334801594,straight_line,10.0,order_to_pickup_proxy,23.0,1,storm,low,motorcycle,31,train
zomato,0xd44d,2.9766115118201046,straight_line,5.0,order_to_pickup_proxy,10.0,0,fog,low,motorcycle,22,test
zomato,0x913a,5.958771662511523,straight_line,10.0,order_to_pickup_proxy,13.0,1,cloudy,high,electric scooter,28,train
zomato,0xa0e0,3.025344768407918,straight_line,,order_to_pickup_proxy,,0,fog,low,motorcycle,18,train
zomato,0xb618,,straight_line,,order_to_pickup_proxy,,0,clear,jam,motorcycle,24,train
zomato,0xabcf,1.5524171512659315,straight_line,5.0,order_to_pickup_proxy,9.0,0,wind,low,motorcycle,14,train
zomato,0x4193,14.02323208308448,straight_line,15.0,order_to_pickup_proxy,22.0,0,clear,low,scooter,28,test
zomato,0x854c,9.193469879776632,straight_line,,order_to_pickup_proxy,23.0,1,wind,low,motorcycle,22,train
zomato,0x15d3,3.040697853651633,straight_line,10.0,order_to_pickup_proxy,9.0,0,storm,low,motorcycle,26,test
zomato,0x8b94,1.5147941817694572,straight_line,,order_to_pickup_proxy,,0,wind,high,motorcycle,22,train
zomato,0x757c,13.990192142064847,straight_line,5.0,order_to_pickup_proxy,17.0,0,storm,medium,motorcycle,35,train
zomato,0xb589,16.825674553493343,straight_line,5.0,order_to_pickup_proxy,23.0,0,clear,low,scooter,29,train
zomato,0x9944,13.972036025783177,straight_line,,order_to_pickup_proxy,23.0,1,storm,low,motorcycle,15,train
zomato,0xc55d,12.079397153885393,straight_line,10.0,order_to_pickup_proxy,21.0,0,fog,jam,scooter,48,train
zomato,0xcc26,10.416963824321584,straight_line,5.0,order_to_pickup_proxy,20.0,1,clear,jam,motorcycle,28,test
zomato,0xca88,1.4923354860352303,straight_line,10.0,order_to_pickup_proxy,9.0,1,storm,low,motorcycle,19,train
zomato,0x29c0,9.348433430020535,straight_line,10.0,order_to_pickup_proxy,22.0,0,storm,low,scooter,10,test
zomato,0x4cc3,1.5525629397903205,straight_line,10.0,order_to_pickup_proxy,10.0,1,fog,low,scooter,15,train
zomato,0xadce,13.989450296958767,straight_line,5.0,order_to_pickup_proxy,20.0,0,storm,jam,motorcycle,33,train
zomato,0x4c2b,10.60258238247256,straight_line,,order_to_pickup_proxy,21.0,0,clear,jam,scooter,18,train
zomato,0x9ea8,10.602507301514994,straight_line,,order_to_pickup_proxy,,1,storm,jam,scooter,29,train
zomato,0x52a9,14.022298282479131,straight_line,,order_to_pickup_proxy,,0,cloudy,low,scooter,25,train
zomato,0x130f,7.761486237714824,straight_line,5.0,order_to_pickup_proxy,19.0,0,storm,jam,motorcycle,17,train
zomato,0x6d1d,9.326602961232513,straight_line,15.0,order_to_pickup_proxy,23.0,0,cloudy,low,motorcycle,26,train
zomato,0xb5c1,7.66052012420465,straight_line,5.0,order_to_pickup_proxy,17.0,0,storm,medium,motorcycle,34,train
zomato,0xab9,16.72211837577326,straight_line,,order_to_pickup_proxy,,1,clear,low,motorcycle,24,train
zomato,0xc993,10.59395402438727,straight_line,15.0,order_to_pickup_proxy,18.0,1,wind,medium,scooter,18,train
zomato,0xbcd2,16.849939918016492,straight_line,15.0,order_to_pickup_proxy,22.0,1,storm,low,motorcycle,26,train
zomato,0x5173,7.600994631258685,straight_line,10.0,order_to_pickup_proxy,20.0,1,storm,jam,motorcycle,27,train
zomato,0xd219,,straight_line,10.0,order_to_pickup_proxy,20.0,0,storm,jam,scooter,29,train
zomato,0xbad8,16.72129600980331,straight_line,5.0,order_to_pickup_proxy,21.0,0,clear,jam,scooter,15,train
zomato,0xad3c,17.137414711878986,straight_line,15.0,order_to_pickup_proxy,18.0,0,storm,medium,scooter,34,train
zomato,0xd16a,10.280582064621875,straight_line,15.0,order_to_pickup_proxy,20.0,0,wind,jam,scooter,21,train
zomato,0xdbc4,20.068058717057326,straight_line,,order_to_pickup_proxy,23.0,0,wind,low,motorcycle,13,train
zomato,0xdd57,,straight_line,5.0,order_to_pickup_proxy,12.0,0,fog,high,motorcycle,23,train
zomato,0x1755,9.22014751541987,straight_line,15.0,order_to_pickup_proxy,18.0,1,fog,medium,scooter,16,train
zomato,0x9a61,7.684168603439756,straight_line,5.0,order_to_pickup_proxy,23.0,0,cloudy,low,scooter,18,train
zomato,0x548d,,straight_line,15.0,order_to_pickup_proxy,19.0,0,clear,jam,motorcycle,17,test
zomato,0x6ecd,12.41687169160696,straight_line,5.0,order_to_pickup_proxy,18.0,0,storm,medium,motorcycle,15,train
zomato,0xd928,3.027292134044053,straight_line,,order_to_pickup_proxy,,0,cloudy,low,motorcycle,18,test
zomato,0x15ad,,straight_line,,order_to_pickup_proxy,23.0,0,fog,low,scooter,37,train
zomato,0xb68b,6.218076509100711,straight_line,5.0,order_to_pickup_proxy,15.0,0,storm,medium,scooter,30,train
zomato,0x2311,9.17624749258827,straight_line,10.0,order_to_pickup_proxy,20.0,0,storm,jam,motorcycle,29,train
zomato,0xd068,1.560671234748265,straight_line,15.0,order_to_pickup_proxy,10.0,1,storm,low,motorcycle,22,train
zomato,0x35ca,7.772466272035551,straight_line,10.0,order_to_pickup_proxy,19.0,1,storm,jam,motorcycle,32,train
zomato,0x77ca,3.0589686156370437,straight_line,15.0,order_to_pickup_proxy,9.0,0,wind,low,motorcycle,29,train
zomato,0x9633,12.419634114062013,straight_line,10.0,order_to_pickup_proxy,23.0,0,fog,low,motorcycle,34,train
zomato,0x4d5a,7.76260023979039,straight_line,5.0,order_to_pickup_proxy,18.0,0,storm,medium,scooter,26,test
zomato,0x74c9,4.674172124263269,straight_line,,order_to_pickup_proxy,23.0,0,clear,low,motorcycle,21,test
zomato,0xb6ff,13.767318777064409,straight_line,,order_to_pickup_proxy,22.0,0,storm,low,scooter,22,train
zomato,0xda0,9.074573554008944,straight_line,10.0,order_to_pickup_proxy,19.0,0,wind,jam,motorcycle,30,train
zomato,0x313b,9.181146899051038,straight_line,15.0,order_to_pickup_proxy,18.0,0,storm,medium,scooter,23,train
zomato,0x5a9c,4.610613705052655,straight_line,10.0,order_to_pickup_proxy,18.0,0,storm,medium,motorcycle,26,test
zomato,0x17b0,4.537516076226438,straight_line,5.0,order_to_pickup_proxy,19.0,0,wind,jam,scooter,27,train
zomato,0xb65b,12.098761963862449,straight_line,15.0,order_to_pickup_proxy,18.0,0,storm,medium,motorcycle,23,train
zomato,0x4e78,6.232341754608859,straight_line,,order_to_pickup_proxy,,0,cloudy,high,electric scooter,26,train
zomato,0x9020,13.63090323633241,straight_line,10.0,order_to_pickup_proxy,21.0,0,cloudy,jam,scooter,40,test
zomato,0x3741,17.138022132927368,straight_line,5.0,order_to_pickup_proxy,18.0,0,cloudy,medium,scooter,31,train
zomato,0x8d75,16.634890709262386,straight_line,15.0,order_to_pickup_proxy,21.0,1,storm,jam,electric scooter,27,train
zomato,0xcefa,13.895813942912687,straight_line,15.0,order_to_pickup_proxy,17.0,0,fog,medium,scooter,29,train
zomato,0x7c94,,straight_line,5.0,order_to_pickup_proxy,10.0,0,clear,low,scooter,19,train
zomato,0x4c2,7.790237052802913,straight_line,,order_to_pickup_proxy,,0,unknown,unknown,motorcycle,19,test
zomato,0x96fe,3.0295373875696914,straight_line,5.0,order_to_pickup_proxy,11.0,0,storm,high,motorcycle,28,train
zomato,0xe272,,straight_line,5.0,order_to_pickup_proxy,18.0,0,clear,medium,motorcycle,20,train
zomato,0xe47,9.326561838121483,straight_line,5.0,order_to_pickup_proxy,17.0,1,storm,medium,motorcycle,33,test
zomato,0x6d7e,20.206315811338555,straight_line,10.0,order_to_pickup_proxy,22.0,0,storm,low,motorcycle,18,train
zomato,0xbadf,10.587023705098991,straight_line,10.0,order_to_pickup_proxy,23.0,0,cloudy,low,motorcycle,22,test
zomato,0xdf1c,20.831229799341045,straight_line,10.0,order_to_pickup_proxy,21.0,0,storm,jam,electric scooter,21,test
zomato,0x5bbf,6.049968949184032,straight_line,15.0,order_to_pickup_proxy,12.0,0,cloudy,high,motorcycle,36,train
zomato,0xa016,19.88015786997755,straight_line,,order_to_pickup_proxy,,0,storm,low,electric scooter,19,train
zomato,0xd2b7,4.636103104060772,straight_line,10.0,order_to_pickup_proxy,20.0,1,cloudy,jam,motorcycle,29,train
zomato,0xdc32,16.11367273137103,straight_line,15.0,order_to_pickup_proxy,20.0,0,cloudy,jam,motorcycle,41,train
zomato,0x494b,3.116248509790061,straight_line,10.0,order_to_pickup_proxy,10.0,0,storm,low,motorcycle,24,train
zomato,0x5f6e,4.5883872060778055,straight_line,5.0,order_to_pickup_proxy,22.0,0,wind,low,scooter,25,test
zomato,0x65fe,16.822155609317257,straight_line,,order_to_pickup_proxy,17.0,0,storm,medium,motorcycle,34,train
zomato,0xba7f,1.5544994921789965,straight_line,,order_to_pickup_proxy,10.0,0,cloudy,low,motorcycle,27,test
zomato,0x8c44,12.292722741488559,straight_line,,order_to_pickup_proxy,,0,wind,medium,electric scooter,28,test
zomato,0xab35,,straight_line,15.0,order_to_pickup_proxy,21.0,0,clear,jam,scooter,10,train
zomato,0xbb0e,12.435256015114375,straight_line,15.0,order_to_pickup_proxy,22.0,0,cloudy,low,electric scooter,28,train
zomato,0xa1a6,3.0644857806760535,straight_line,5.0,order_to_pickup_proxy,11.0,0,storm,high,motorcycle,46,train
zomato,0x73e0,12.099896960230076,straight_line,,order_to_pickup_proxy,17.0,0,fog,medium,scooter,30,test
zomato,0xa4b1,9.349055143284817,straight_line,10.0,order_to_pickup_proxy,17.0,1,wind,medium,motorcycle,28,test
zomato,0x7f3b,6.147215320061788,straight_line,15.0,order_to_pickup_proxy,13.0,0,storm,high,motorcycle,37,train
zomato,0x13eb,10.641042055468692,straight_line,10.0,order_to_pickup_proxy,18.0,0,fog,medium,scooter,41,train
zomato,0x6819,,straight_line,10.0,order_to_pickup_proxy,18.0,1,storm,medium,motorcycle,32,train
zomato,0xc618,1.5136437138948347,straight_line,,order_to_pickup_proxy,,0,clear,low,motorcycle,17,train
zomato,0x1fc3,13.68148555689137,straight_line,5.0,order_to_pickup_proxy,17.0,0,storm,medium,scooter,23,train
zomato,0xcb34,11.983297481116157,straight_line,,order_to_pickup_proxy,20.0,0,clear,jam,scooter,14,train
